,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Ogrzewanie,Rok budowy,Stan wykończenia,Forma własności,Okna,Czynsz,Dostępne od,Cena
2123,97.40,3,pierwotny,apartamentowiec,0,1,drewno,gazowe,2017,do wykończenia,pełna własność,aluminiowe,,2017-04-08,525000.0
2124,71.82,3,pierwotny,apartamentowiec,3,4,,miejskie,,do wykończenia,,plastikowe,,,387828.0
2125,58.67,2,wtórny,blok,2,3,cegła,miejskie,,do remontu,pełna własność,plastikowe,800,,319000.0
2126,82.48,4,pierwotny,apartamentowiec,1,4,,,,,,plastikowe,,,511376.0
2127,149.84,5,wtórny,kamienica,2,3,,,,do zamieszkania,,plastikowe,230,,795000.0
2128,75,3,wtórny,blok,3,4,beton,miejskie,1990,do zamieszkania,pełna własność,plastikowe,,,349000.0
2129,135,5,wtórny,kamienica,1,5,cegła,miejskie,,,pełna własność,drewniane,800,,540000.0
2130,53,2,wtórny,blok,10,18,inne,miejskie,1980,,,plastikowe,500,,330000.0
2131,38.62,2,pierwotny,apartamentowiec,3,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,303167.0
2132,28.20,1,pierwotny,apartamentowiec,2,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,273540.0
2133,139.07,1,pierwotny,kamienica,5,5,cegła,,1911,do remontu,pełna własność,,,,146100.0
2134,51,3,wtórny,kamienica,2,3,cegła,elektryczne,,do zamieszkania,pełna własność,plastikowe,,,270000.0
2135,45,3,wtórny,kamienica,3,3,cegła,elektryczne,,do zamieszkania,pełna własność,plastikowe,,,270000.0
2136,91,3,wtórny,blok,2,3,,kotłownia,2002,do zamieszkania,pełna własność,plastikowe,,2018-12-17,410000.0
2137,37.57,2,pierwotny,dom wolnostojący,4,5,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-11-30,264084.0
2138,51.99,3,pierwotny,blok,2,5,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-11-30,324938.0
2139,30.64,1,pierwotny,blok,2,5,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-11-30,200692.0
2140,185.53,3,pierwotny,apartamentowiec,1,2,cegła,gazowe,2018,do wykończenia,pełna własność,plastikowe,,2019-03-23,615000.0
2141,54.71,4,pierwotny,blok,2,5,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-11-30,358350.0
2142,47.11,3,pierwotny,blok,8,10,cegła,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,230839.0
2143,59.07,4,pierwotny,blok,8,10,cegła,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,342200.0
2144,49.87,2,pierwotny,dom wolnostojący,0,4,cegła,miejskie,,do wykończenia,pełna własność,plastikowe,,,307903.0
2145,47.47,3,pierwotny,apartamentowiec,0,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,339238.0
2146,178.90,4,pierwotny,apartamentowiec,1,2,cegła,gazowe,2018,do wykończenia,pełna własność,plastikowe,,2019-03-23,608100.0
2147,33.48,2,pierwotny,dom wolnostojący,4,5,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-11-30,236034.0
2148,47.45,3,pierwotny,apartamentowiec,5,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,348758.0
2149,59.23,4,pierwotny,apartamentowiec,3,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,411648.0
2150,30.94,2,pierwotny,apartamentowiec,2,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,300118.0
2151,58.33,3,pierwotny,blok,1,8,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,452058.0
2152,46.28,2,pierwotny,blok,1,8,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,306964.0
2153,50.94,2,pierwotny,dom wolnostojący,0,4,inne,miejskie,,do zamieszkania,pełna własność,plastikowe,,,292905.0
2154,39.36,2,pierwotny,blok,5,8,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,289296.0
2155,54.39,3,pierwotny,dom wolnostojący,5,5,inne,miejskie,,do zamieszkania,pełna własność,plastikowe,,,337218.0
2156,70.24,3,pierwotny,dom wolnostojący,2,4,inne,miejskie,,do zamieszkania,pełna własność,plastikowe,,,389832.0
2157,51.19,2,pierwotny,dom wolnostojący,0,5,inne,miejskie,,do zamieszkania,pełna własność,plastikowe,,,278896.0
2158,90.90,4,pierwotny,dom wolnostojący,1,4,inne,miejskie,,do zamieszkania,pełna własność,plastikowe,,,490860.0
2159,210,6,wtórny,,3,4,,,,,,,,,1000000.0
2160,60.30,2,wtórny,apartamentowiec,1,5,cegła,gazowe,2008,do zamieszkania,pełna własność,drewniane,300,,414000.0
2161,94.69,2,wtórny,kamienica,2,7,cegła,inne,1933,do zamieszkania,pełna własność,drewniane,928,,350000.0
2162,170,4,wtórny,,3,3,,,,,,,,2012-03-07,595000.0
2163,95,3,wtórny,kamienica,4,4,cegła,,1900,,,,300,,315000.0
2164,118.54,3,wtórny,kamienica,4,5,cegła,,,do zamieszkania,pełna własność,drewniane,200,,711240.0
2165,93.71,4,wtórny,kamienica,1,5,cegła,,,do wykończenia,pełna własność,drewniane,,,543000.0
2166,113.33,3,wtórny,kamienica,0,4,cegła,,1900,do remontu,pełna własność,drewniane,,,450000.0
2167,126.05,4,pierwotny,apartamentowiec,4,4,,,,do wykończenia,,plastikowe,,,1386550.0
2168,90,3,wtórny,apartamentowiec,0,3,cegła,inne,,,,plastikowe,,,700000.0
2169,90,3,wtórny,kamienica,2,4,cegła,gazowe,1920,,pełna własność,drewniane,250,,430000.0
2170,103,4,wtórny,kamienica,1,4,,elektryczne,1900,,pełna własność,plastikowe,400,,490000.0
2171,120,4,wtórny,blok,0,3,wielka płyta,miejskie,2002,do zamieszkania,pełna własność,plastikowe,,,820000.0
2172,113,4,wtórny,kamienica,0,4,cegła,gazowe,1910,do remontu,pełna własność,drewniane,450,2016-06-01,450000.0
2173,36.15,2,pierwotny,apartamentowiec,5,6,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,287392.0
2174,59,3,wtórny,blok,10,13,inne,miejskie,1980,,spółdzielcze wł. z KW,plastikowe,500,,370000.0
2175,91,3,wtórny,kamienica,3,3,cegła,,1945,do zamieszkania,,,,,330000.0
2176,58.14,3,pierwotny,apartamentowiec,1,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,465061.86
2177,49.84,2,pierwotny,apartamentowiec,3,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,413672.0
2178,70.70,3,pierwotny,apartamentowiec,7,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,636300.0
2179,51.12,3,pierwotny,blok,2,10,cegła,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,250488.0
2180,39,2,wtórny,blok,5,12,cegła,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,,,310000.0
2181,36.93,2,pierwotny,apartamentowiec,2,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,361914.0
2182,36.93,2,pierwotny,apartamentowiec,3,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,361914.0
2183,34.11,2,pierwotny,apartamentowiec,2,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,334278.0
2184,34.05,1,pierwotny,apartamentowiec,8,16,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2021-03-30,241362.0
2185,61.81,3,pierwotny,apartamentowiec,7,16,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2021-03-30,414584.0
2186,36.93,2,pierwotny,apartamentowiec,2,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,361914.0
2187,78.10,4,pierwotny,apartamentowiec,10,16,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2021-03-30,525919.0
2188,48.81,2,pierwotny,apartamentowiec,6,16,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2021-03-30,327423.0
2189,34.45,1,pierwotny,dom wolnostojący,0,4,cegła,miejskie,,do wykończenia,pełna własność,plastikowe,,,213590.0
2190,32.81,2,pierwotny,apartamentowiec,2,7,,miejskie,,do wykończenia,,plastikowe,,2021-06-30,321538.0
2191,91.06,4,pierwotny,dom wolnostojący,1,4,cegła,miejskie,,do wykończenia,pełna własność,plastikowe,,,500830.0
2192,51.81,2,pierwotny,dom wolnostojący,1,4,cegła,miejskie,,do wykończenia,pełna własność,plastikowe,,,290136.0
2193,70.15,3,pierwotny,dom wolnostojący,3,4,cegła,miejskie,,do wykończenia,pełna własność,plastikowe,,,413885.0
2194,40.66,2,pierwotny,blok,5,8,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,298851.0
2195,41.65,2,pierwotny,blok,8,8,inne,miejskie,,do wykończenia,pełna własność,plastikowe,,,301962.0
2196,71.51,3,pierwotny,dom wolnostojący,0,4,cegła,miejskie,,do wykończenia,pełna własność,plastikowe,,,461156.0
2197,125,3,wtórny,,5,5,,,1939,,pełna własność,,,,537500.0
2198,75,2,wtórny,,1,4,,,2008,,pełna własność,,,,450000.0
2199,172.10,4,wtórny,kamienica,3,3,cegła,miejskie,1914,do zamieszkania,,,,,750000.0
2200,48,2,wtórny,blok,5,6,cegła,miejskie,,,pełna własność,plastikowe,635,2018-07-31,230000.0
2201,62,2,wtórny,apartamentowiec,1,2,,inne,2008,do zamieszkania,pełna własność,plastikowe,500,,380000.0
2202,26.32,1,wtórny,blok,0,3,,miejskie,,,spółdzielcze własnościowe,plastikowe,,,115000.0
2203,74.20,3,wtórny,kamienica,2,2,cegła,miejskie,1930,do remontu,pełna własność,plastikowe,365,,225000.0
2204,42,2,wtórny,,1,1,,,,,,,,,157000.0
2205,156.48,4,wtórny,,3,,cegła,,2004,do zamieszkania,,plastikowe,800,,655000.0
2206,48.76,2,pierwotny,,2,17,,miejskie,,do wykończenia,,plastikowe,,,322060.0
2207,51.99,3,pierwotny,apartamentowiec,5,5,,miejskie,,do wykończenia,,plastikowe,,,340534.0
2208,79,4,pierwotny,,2,,,miejskie,,do wykończenia,,plastikowe,,,518891.0
2209,113,3,wtórny,kamienica,0,4,cegła,,1900,do remontu,,,,,450000.0
2210,105.40,3,pierwotny,apartamentowiec,1,1,drewno,gazowe,2017,do wykończenia,pełna własność,aluminiowe,,2018-04-08,599900.0
2211,90,3,wtórny,kamienica,3,3,cegła,gazowe,1900,do zamieszkania,pełna własność,plastikowe,500,,700000.0
2212,35,2,wtórny,blok,1,2,cegła,,,do zamieszkania,pełna własność,plastikowe,332,,150000.0
2213,73,3,wtórny,apartamentowiec,2,,cegła,gazowe,,do zamieszkania,pełna własność,plastikowe,400,,590000.0
2214,228.40,9,wtórny,kamienica,0,2,,,,,,plastikowe,,,610000.0
2215,82.97,4,pierwotny,apartamentowiec,0,2,,,2017,do wykończenia,,,,,373365.0
2216,52,2,wtórny,kamienica,1,2,cegła,miejskie,1930,do remontu,pełna własność,drewniane,,,129000.0
2217,47,2,wtórny,,0,3,,,2013,,,,300,,299000.0
2218,100,3,wtórny,kamienica,4,4,,gazowe,1896,do zamieszkania,pełna własność,plastikowe,,2017-12-07,730000.0
2219,51.42,2,pierwotny,apartamentowiec,0,5,pustak,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,285581.0
2220,139.52,3,wtórny,szeregowiec,1,2,cegła,miejskie,1910,do zamieszkania,,,,,399900.0
2221,85.26,3,wtórny,apartamentowiec,100,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,473193.0
2222,120.50,3,wtórny,apartamentowiec,0,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,638650.0
2223,92.39,3,wtórny,apartamentowiec,3,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,508145.0
2224,120.35,3,wtórny,apartamentowiec,0,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,637855.0
2225,111.92,3,wtórny,apartamentowiec,3,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,598772.0
2226,95.97,4,wtórny,apartamentowiec,0,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,508641.0
2227,93,4,wtórny,apartamentowiec,1,5,,miejskie,,,pełna własność,plastikowe,650,,760000.0
2228,126.52,5,wtórny,apartamentowiec,0,4,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,2013-06-01,717368.0
2229,33.97,1,pierwotny,apartamentowiec,3,4,,,,do wykończenia,,,,,209600.0
2230,53.75,2,pierwotny,apartamentowiec,0,4,,,,do wykończenia,,plastikowe,,,298913.0
2231,70.09,3,pierwotny,apartamentowiec,0,4,,,,do wykończenia,,plastikowe,,,393478.0
2232,46.91,2,pierwotny,apartamentowiec,0,5,,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,281460.0
2233,125,3,wtórny,,3,4,,,,do zamieszkania,pełna własność,,580,,449000.0
2234,45,2,wtórny,,10,15,,miejskie,,,pełna własność,plastikowe,200,,390000.0
2235,50.94,2,pierwotny,apartamentowiec,2,5,,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,310734.0
2236,90.96,4,pierwotny,blok,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,545760.0
2237,71.51,3,pierwotny,blok,3,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,414758.0
2238,50.05,2,pierwotny,blok,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,312913.0
2239,91.06,4,pierwotny,blok,2,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,537254.0
2240,90,3,wtórny,apartamentowiec,0,3,,,,do zamieszkania,,,,,700000.0
2241,137.94,4,wtórny,apartamentowiec,4,4,,,,do wykończenia,,plastikowe,,,1517340.0
2242,115,3,wtórny,kamienica,2,4,,miejskie,,do zamieszkania,pełna własność,drewniane,,,1499000.0
2243,116,4,wtórny,apartamentowiec,0,2,cegła,gazowe,1993,,pełna własność,drewniane,1 100,2018-03-01,625000.0
2244,106,3,wtórny,apartamentowiec,0,1,inne,gazowe,2010,,pełna własność,plastikowe,,,615000.0
2245,51.60,2,pierwotny,apartamentowiec,2,2,,,2018,do wykończenia,pełna własność,plastikowe,,,283800.0
2246,63,3,wtórny,apartamentowiec,1,1,,gazowe,,,pełna własność,plastikowe,,2018-01-18,409500.0
2247,35.93,2,pierwotny,blok,7,10,wielka płyta,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,229952.0
2248,128,5,wtórny,blok,0,10,,miejskie,,do zamieszkania,pełna własność,plastikowe,,,599000.0
2249,90,2,wtórny,apartamentowiec,10,14,,miejskie,2017,do zamieszkania,pełna własność,plastikowe,,,675000.0
2250,130,4,wtórny,apartamentowiec,5,,,gazowe,,do zamieszkania,pełna własność,plastikowe,1 000,,1900000.0
2251,63,3,wtórny,apartamentowiec,1,1,,gazowe,,do zamieszkania,pełna własność,plastikowe,,2018-01-18,374500.0
2252,74.16,3,wtórny,apartamentowiec,1,5,,,,do wykończenia,,plastikowe,,,482040.0
2253,46.08,2,pierwotny,apartamentowiec,2,4,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,238234.0
2254,127,7,wtórny,,0,2,,gazowe,,,pełna własność,plastikowe,,,330000.0
2255,68.47,3,wtórny,apartamentowiec,2,8,silikat,miejskie,2014,do zamieszkania,,,,,680000.0
2256,57.13,3,wtórny,apartamentowiec,2,2,pustak,gazowe,2014,do zamieszkania,,,,,419000.0
2257,61.63,2,pierwotny,apartamentowiec,0,4,,miejskie,,do wykończenia,pełna własność,plastikowe,,,357454.0
2258,49.81,2,pierwotny,apartamentowiec,0,3,,miejskie,,do wykończenia,pełna własność,plastikowe,,,298860.0
2259,61.58,2,pierwotny,apartamentowiec,0,3,,miejskie,,do wykończenia,pełna własność,plastikowe,,,357164.0
2260,62.04,2,pierwotny,,0,3,,miejskie,,do wykończenia,pełna własność,plastikowe,,,359832.0
2261,69.77,3,pierwotny,apartamentowiec,2,4,,miejskie,,do wykończenia,pełna własność,plastikowe,,,397689.0
2262,73.05,3,pierwotny,apartamentowiec,1,4,,miejskie,,do wykończenia,pełna własność,plastikowe,,,416385.0
2263,35.95,2,pierwotny,apartamentowiec,0,8,,miejskie,2018,do wykończenia,,plastikowe,,2019-12-01,251650.0
2264,42.28,2,pierwotny,apartamentowiec,1,5,inne,miejskie,2017,do wykończenia,,plastikowe,,,219856.0
2265,36.21,2,pierwotny,apartamentowiec,0,8,inne,miejskie,2018,do wykończenia,,plastikowe,,,317611.0
2266,58.33,3,pierwotny,apartamentowiec,0,8,inne,miejskie,2018,do wykończenia,,plastikowe,,,411800.0
2267,46.02,2,pierwotny,apartamentowiec,1,8,inne,miejskie,2019,do wykończenia,,plastikowe,,,333645.0
2268,71.82,3,pierwotny,apartamentowiec,4,4,,miejskie,2017,do wykończenia,,plastikowe,,,387828.0
2269,150,5,wtórny,kamienica,2,3,cegła,gazowe,1902,do zamieszkania,pełna własność,plastikowe,,,790000.0
2270,51,2,wtórny,kamienica,1,4,cegła,inne,,do wykończenia,pełna własność,drewniane,400,2018-07-06,269900.0
2271,113.33,3,wtórny,kamienica,0,4,cegła,gazowe,1900,do remontu,pełna własność,drewniane,,,450000.0
2272,41.65,2,pierwotny,apartamentowiec,2,8,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,320705.0
2273,58,2,wtórny,apartamentowiec,0,4,,miejskie,,do zamieszkania,pełna własność,plastikowe,320,,259000.0
2274,92.40,3,wtórny,,1,,,,,,,,,,495000.0
2275,196,5,wtórny,,3,4,,,,,,,,,990000.0
2276,20.76,1,wtórny,kamienica,0,3,cegła,miejskie,,do zamieszkania,,plastikowe,,,151548.0
2277,52,1,wtórny,,1,4,,,2017,,,,,,239200.0
2278,49.53,3,pierwotny,,1,10,,,,,pełna własność,,100,,272415.0
2279,52.50,3,pierwotny,,0,5,,,,,pełna własność,,100,,283500.0
2280,127.45,5,wtórny,blok,0,10,wielka płyta,miejskie,1980,do zamieszkania,pełna własność,plastikowe,500,,599000.0
2281,41.65,2,pierwotny,,2,8,,,,,pełna własność,,100,,262395.0
2282,32.70,2,wtórny,kamienica,3,3,cegła,miejskie,,,,plastikowe,,,243484.0
2283,38.39,2,pierwotny,apartamentowiec,0,4,,miejskie,2018,do wykończenia,,plastikowe,,,276055.0
2284,21.19,1,pierwotny,kamienica,2,3,cegła,miejskie,1960,do wykończenia,pełna własność,plastikowe,150,,138582.6
2285,72.39,4,wtórny,blok,6,10,wielka płyta,miejskie,2000,do zamieszkania,pełna własność,plastikowe,650,,365000.0
2286,127,5,wtórny,blok,0,10,,,,do zamieszkania,,plastikowe,,,599000.0
2287,36.75,2,pierwotny,apartamentowiec,2,10,,miejskie,2019,do wykończenia,,plastikowe,,,227850.0
2288,48.26,2,pierwotny,apartamentowiec,1,5,,,,,,plastikowe,,,308500.0
2289,78.60,4,wtórny,apartamentowiec,1,3,,,,do zamieszkania,,plastikowe,350,,550000.0
2290,56.44,2,pierwotny,apartamentowiec,,16,,,,,,,,,332000.0
2291,30,1,wtórny,apartamentowiec,5,5,,miejskie,,do zamieszkania,pełna własność,plastikowe,,,285000.0
2292,90.90,4,pierwotny,,1,5,,,,,pełna własność,,,,499950.0
2293,82.41,4,pierwotny,,0,2,,,,,pełna własność,,,,370845.0
2294,94,4,wtórny,,1,2,,,2008,,,,,,760000.0
2295,70.24,3,pierwotny,,1,5,,,,,pełna własność,,,,393344.0
2296,87,3,wtórny,blok,2,5,cegła,miejskie,1960,do zamieszkania,,,,,750000.0
2297,50.94,2,pierwotny,,0,5,,,,,pełna własność,,,,297999.0
2298,52,2,wtórny,apartamentowiec,0,2,,,,,,,,,370000.0
2299,150,4,pierwotny,szeregowiec,0,1,,,,,,,,,635290.0
2300,53.72,2,pierwotny,apartamentowiec,0,4,,miejskie,2016,do wykończenia,,plastikowe,,,394573.0
2301,51,2,wtórny,kamienica,1,4,inne,inne,,do zamieszkania,pełna własność,drewniane,400,2018-06-07,269900.0
2302,99,3,wtórny,,0,2,,,,,,,,,1200000.0
2303,115.53,5,wtórny,,3,4,cegła,,2008,,pełna własność,drewniane,650,,600000.0
2304,45.37,3,wtórny,,0,4,,,1980,,,,,,190000.0
2305,70,3,wtórny,apartamentowiec,7,11,,miejskie,,do zamieszkania,,plastikowe,,,515000.0
2306,117,3,wtórny,apartamentowiec,0,1,cegła,miejskie,1990,do zamieszkania,pełna własność,plastikowe,1 000,,850000.0
2307,38,2,wtórny,blok,2,3,cegła,,,do remontu,spółdzielcze własnościowe,plastikowe,300,,190000.0
2308,45,2,wtórny,apartamentowiec,2,6,,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,285000.0
2309,117,3,wtórny,apartamentowiec,0,2,,miejskie,,do zamieszkania,,,,,850000.0
2310,117,3,wtórny,apartamentowiec,0,1,,miejskie,,,,,,,850000.0
2311,118,3,wtórny,apartamentowiec,0,1,,miejskie,1990,,spółdzielcze własnościowe,,950,,850000.0
2312,52,2,wtórny,apartamentowiec,0,4,silikat,gazowe,2005,do zamieszkania,,,,,390000.0
2313,52,2,wtórny,dom wolnostojący,1,2,,inne,,do remontu,pełna własność,drewniane,,,119000.0
2314,48,2,wtórny,blok,1,7,cegła,,,do remontu,,,550,,248000.0
2315,55.77,3,wtórny,blok,5,10,wielka płyta,miejskie,1975,do zamieszkania,spółdzielcze własnościowe,plastikowe,450,2018-08-07,269000.0
2316,197,6,wtórny,kamienica,3,4,cegła,miejskie,1920,do remontu,pełna własność,drewniane,800,,700000.0
2317,48.26,2,pierwotny,apartamentowiec,2,5,,miejskie,,do wykończenia,,plastikowe,,,394573.0
2318,53,3,wtórny,blok,2,3,cegła,miejskie,1967,do remontu,,,,,218000.0
2319,59,3,pierwotny,apartamentowiec,9,10,,inne,2018,do zamieszkania,pełna własność,plastikowe,,,324000.0
2320,52.71,3,pierwotny,apartamentowiec,0,5,,inne,2019,do zamieszkania,pełna własność,plastikowe,,,328000.0
2321,47.86,2,pierwotny,apartamentowiec,2,4,,miejskie,,do wykończenia,,plastikowe,,,282374.0
2322,46.91,2,pierwotny,apartamentowiec,0,5,,miejskie,2019,do wykończenia,,plastikowe,,,281460.0
2323,51.42,2,pierwotny,apartamentowiec,0,5,,miejskie,,do wykończenia,,plastikowe,,,285581.0
2324,21.30,1,pierwotny,kamienica,1,3,,miejskie,2018,,,plastikowe,,,185828.0
2325,30,1,wtórny,blok,7,9,,miejskie,1966,do zamieszkania,pełna własność,plastikowe,300,,169000.0
2326,52,2,wtórny,apartamentowiec,1,4,pustak,gazowe,2007,do zamieszkania,pełna własność,plastikowe,250,,360000.0
2327,104,4,wtórny,,0,,,,,,,,,,450000.0
2328,104,4,wtórny,,0,,,,,,,,,,450000.0
2329,46,1,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,264000.0
2330,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
2331,60,4,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,333900.0
2332,63,1,pierwotny,apartamentowiec,,,,miejskie,,,pełna własność,,,,332000.0
2333,172,5,wtórny,,2,3,,,1937,,,,,,1200000.0
